date,averageprice,totalvolume,4046,4225,4770,totalbags,smallbags,largebags,xlargebags,type,year,region,gst_avocado,gst_organic,gst_avocado_recipe,gst_avocado_toast,gst_avocado_sandwich,gst_organic_avocado,season
2015-09-06,1.38,2450.75,52.43,1262.12,0.0,1136.2,273.34,696.2,0.0,organic,2015,Louisville,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,0.98,637326.79,442545.72,80524.31,13.63,114243.13,49819.37,64423.76,0.0,conventional,2015,MiamiFtLauderdale,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.47,1358.02,4.95,5.26,0.0,1952.22,1952.22,0.0,0.0,organic,2015,MiamiFtLauderdale,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.08,3013825.75,564493.74,1458691.19,314497.84,676142.98,598816.21,75569.59,1757.18,conventional,2015,Midsouth,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.67,74083.65,4321.27,39381.46,3866.74,26514.18,21807.88,4706.3,0.0,organic,2015,Midsouth,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,0.97,175977.6,82766.98,30510.75,9638.66,42839.39,27102.45,15494.02,242.92,conventional,2015,Nashville,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.31,8225.49,355.57,5187.04,0.0,2682.88,986.04,1696.84,0.0,organic,2015,Nashville,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,0.99,248354.52,155273.07,18010.18,2204.32,72866.95,64673.2,8193.75,0.0,conventional,2015,NewOrleansMobile,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.59,2570.94,280.42,136.82,0.0,4257.99,2153.7,0.0,0.0,organic,2015,NewOrleansMobile,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.22,1340925.56,19894.27,1074698.43,1295.45,245037.41,201210.17,43820.11,7.13,conventional,2015,NewYork,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,2.01,19296.46,3451.5,11143.02,1178.79,3523.15,3330.55,192.6,0.0,organic,2015,NewYork,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.18,4088061.71,99311.62,3227507.37,6693.26,740291.22,688674.24,65777.16,98.06,conventional,2015,Northeast,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.86,64445.98,5543.4,21432.21,1136.01,36334.36,35519.22,815.14,0.0,organic,2015,Northeast,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.01,508207.79,2506.81,456884.53,377.7,48438.75,48349.86,88.89,0.0,conventional,2015,NorthernNewEngland,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.95,6936.51,3.7,669.84,0.0,6262.97,6262.97,0.0,0.0,organic,2015,NorthernNewEngland,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,0.99,375737.02,232502.52,56930.16,82.75,86221.59,43014.65,43206.94,0.0,conventional,2015,Orlando,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.95,3337.29,1471.26,56.3,0.0,1799.52,1799.52,0.0,0.0,organic,2015,Orlando,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.25,399061.75,14942.34,284480.15,633.36,97929.43,89096.28,8827.37,5.78,conventional,2015,Philadelphia,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.71,6848.76,624.83,1790.49,23.54,4409.9,4378.09,31.81,0.0,organic,2015,Philadelphia,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,0.58,1390417.77,937165.6,293505.07,6101.99,153645.11,93116.34,60528.77,0.0,conventional,2015,PhoenixTucson,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.79,10567.84,7314.43,1597.62,0.0,1655.79,759.46,896.33,0.0,organic,2015,PhoenixTucson,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.12,114216.62,1158.99,40727.85,2074.97,32403.84,23118.99,9284.85,0.0,conventional,2015,Pittsburgh,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.5,2278.16,657.82,162.74,0.0,1457.6,814.25,643.35,0.0,organic,2015,Pittsburgh,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.12,1714650.22,857114.48,547236.44,15397.86,294901.44,276258.81,17590.29,1052.34,conventional,2015,Plains,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.91,30307.58,5214.44,15626.82,23.99,9442.33,7806.44,1635.89,0.0,organic,2015,Plains,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.1,465258.45,174913.44,186124.73,13357.86,88635.44,88369.14,231.21,35.09,conventional,2015,Portland,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,2.16,18433.15,3225.86,12040.49,0.0,3166.8,0.0,3166.8,0.0,organic,2015,Portland,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.04,301641.21,56439.41,83271.26,77352.73,84577.81,83519.16,1058.65,0.0,conventional,2015,RaleighGreensboro,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.95,5552.08,73.34,2705.46,821.09,1952.19,1931.19,21.0,0.0,organic,2015,RaleighGreensboro,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,0.98,252853.41,72054.13,112958.68,19484.71,48355.89,48304.3,48.89,2.7,conventional,2015,RichmondNorfolk,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.85,5114.38,56.23,3368.09,386.24,1303.82,1263.33,40.49,0.0,organic,2015,RichmondNorfolk,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.09,131197.71,42757.3,55250.67,139.46,33050.28,33001.48,42.7,6.1,conventional,2015,Roanoke,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.78,7012.8,60.39,5542.16,0.0,1410.25,1090.0,705.92,0.0,organic,2015,Roanoke,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.3,466705.75,137388.73,262139.81,17201.5,49975.71,49967.0,8.71,0.0,conventional,2015,Sacramento,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,2.15,5975.27,1356.08,4540.83,0.0,78.36,78.36,0.0,0.0,organic,2015,Sacramento,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.02,502677.35,271640.29,165034.84,19961.19,46041.03,41719.29,4321.74,0.0,conventional,2015,SanDiego,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.85,9341.22,2333.68,6614.63,0.0,392.91,392.91,0.0,0.0,organic,2015,SanDiego,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.54,646810.2,154276.07,384033.22,30732.28,77768.63,76963.49,805.14,0.0,conventional,2015,SanFrancisco,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,2.73,15510.69,1413.91,14090.42,0.0,6.36,6.36,0.0,0.0,organic,2015,SanFrancisco,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.17,459793.66,167782.09,155468.95,12346.64,124195.98,124129.03,61.97,4.98,conventional,2015,Seattle,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.99,23890.32,5475.25,11441.26,5.31,6968.5,2.95,6965.55,0.0,organic,2015,Seattle,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.0,353755.0,165544.52,78503.43,23189.42,86517.63,68114.97,18328.93,73.73,conventional,2015,SouthCarolina,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,2.0,4295.83,541.49,1732.31,545.05,1213.56,1166.16,47.4,0.0,organic,2015,SouthCarolina,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,0.86,5979528.24,2897999.07,2322076.97,36318.54,723133.66,571900.3,151197.44,35.92,conventional,2015,SouthCentral,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.49,62392.78,31056.58,5271.1,0.0,26065.1,25665.86,399.24,0.0,organic,2015,SouthCentral,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,0.97,3750714.49,2175323.4,650270.11,43507.27,881613.71,472040.07,409430.79,142.85,conventional,2015,Southeast,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.9,30582.99,8521.29,9414.03,830.21,11817.46,11330.12,487.34,0.0,organic,2015,Southeast,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.08,67101.52,32235.74,18153.73,3891.68,12820.37,12820.37,0.0,0.0,conventional,2015,Spokane,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,2.12,1815.62,368.32,1198.78,0.0,248.52,0.0,248.52,0.0,organic,2015,Spokane,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.3,180705.59,85673.91,36576.66,71.5,58383.52,58293.14,88.13,2.25,conventional,2015,StLouis,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.96,4167.78,1926.96,1973.83,0.0,266.99,46.67,220.32,0.0,organic,2015,StLouis,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.36,48358.73,675.27,37504.92,97.12,10081.42,10081.42,0.0,0.0,conventional,2015,Syracuse,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.6,2097.4,0.0,107.49,0.0,1989.91,1989.91,0.0,0.0,organic,2015,Syracuse,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,0.91,436528.94,205188.66,94841.92,63.26,136435.1,60131.29,76303.81,0.0,conventional,2015,Tampa,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.49,1786.45,18.76,0.0,0.0,1767.69,1767.69,0.0,0.0,organic,2015,Tampa,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.02,33526480.08,12569277.14,11995960.83,1129771.19,5581833.37,4363707.93,1184888.95,33236.49,conventional,2015,TotalUS,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.78,593797.17,132181.77,271784.99,5890.57,183939.84,122146.97,61792.87,0.0,organic,2015,TotalUS,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,0.93,5138256.91,2682938.17,2086229.79,124722.73,1006861.26,696240.23,310568.88,52.15,conventional,2015,West,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.83,147088.73,42937.96,53808.76,33.63,50308.38,3184.13,51791.21,0.0,organic,2015,West,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,0.8,790420.66,487551.38,183612.44,16170.57,103086.27,91173.4,11912.87,0.0,conventional,2015,WestTexNewMexico,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-06,1.61,10554.69,3494.93,3556.76,0.0,3503.0,2866.67,636.33,0.0,organic,2015,WestTexNewMexico,40.0,83.0,66.0,9.0,45.0,20.0,4
2015-09-13,1.28,76111.27,985.73,65696.86,142.0,9286.68,8665.19,621.49,0.0,conventional,2015,Albany,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.99,902.5,13.86,105.13,0.0,783.51,783.51,0.0,0.0,organic,2015,Albany,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.07,417232.18,278048.26,62485.97,714.93,75983.02,46290.32,29678.76,13.94,conventional,2015,Atlanta,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,2.0,5891.89,2340.17,3395.62,0.0,156.1,11.15,144.95,0.0,organic,2015,Atlanta,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.09,924993.61,55699.25,675524.33,42270.47,151499.56,145686.02,5813.54,0.0,conventional,2015,BaltimoreWashington,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.6,11772.43,1450.32,5418.35,698.25,4205.51,4202.73,2.78,0.0,organic,2015,BaltimoreWashington,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.08,64208.84,45738.83,4393.9,6593.46,7482.65,7482.65,0.0,0.0,conventional,2015,Boise,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,2.28,996.79,10.31,856.71,0.0,129.77,123.33,6.44,0.0,organic,2015,Boise,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.11,655682.95,5422.29,560792.23,353.77,89114.66,83242.01,4271.11,0.0,conventional,2015,Boston,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,2.0,3283.74,13.63,1242.5,0.0,1970.71,1970.71,0.0,0.0,organic,2015,Boston,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.59,73043.2,1572.71,49388.48,134.33,22867.43,22421.87,445.56,0.0,conventional,2015,BuffaloRochester,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.55,4265.98,19.04,139.85,0.0,4107.09,4107.09,0.0,0.0,organic,2015,BuffaloRochester,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.13,5106508.12,1863270.81,2388023.33,270794.34,584419.64,502056.88,76297.56,6065.2,conventional,2015,California,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.97,95230.68,34760.74,54821.89,0.0,5648.05,5608.05,40.0,0.0,organic,2015,California,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.19,171077.53,30122.92,41616.87,36469.43,62868.31,56910.24,5958.07,0.0,conventional,2015,Charlotte,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,2.02,3992.43,327.06,1255.8,928.56,1481.01,1481.01,0.0,0.0,organic,2015,Charlotte,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.19,775671.49,17172.26,546965.49,128619.66,82914.08,78368.45,3809.54,736.09,conventional,2015,Chicago,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.61,27327.18,985.56,26272.22,0.0,333.17,323.33,9.84,0.0,organic,2015,Chicago,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.05,216548.9,2195.13,139863.58,18310.19,56180.0,17271.72,34690.26,4218.02,conventional,2015,CincinnatiDayton,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.59,14448.15,458.07,12290.62,0.0,1699.46,460.0,1239.46,0.0,organic,2015,CincinnatiDayton,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.02,169025.14,86159.05,31464.67,26703.23,24698.19,17099.64,4201.55,3397.0,conventional,2015,Columbus,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.74,3900.18,549.36,2289.49,0.0,970.93,472.61,930.48,0.0,organic,2015,Columbus,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,0.86,1270739.69,626166.71,494078.53,9094.89,144444.25,119755.29,24666.41,18.72,conventional,2015,DallasFtWorth,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.48,12941.48,7561.87,362.7,0.0,4780.14,4776.8,3.34,0.0,organic,2015,DallasFtWorth,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.01,735436.91,115935.68,451936.38,17938.63,149626.22,47733.95,101892.27,0.0,conventional,2015,Denver,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.36,26282.03,5076.16,3584.05,28.59,17593.23,203.33,18100.83,0.0,organic,2015,Denver,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.03,336982.39,151274.05,73572.68,106452.77,70173.13,51456.91,1329.55,17386.67,conventional,2015,Detroit,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.81,8304.32,1800.82,5478.4,0.0,1025.1,413.33,658.43,0.0,organic,2015,Detroit,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,0.95,219380.93,4113.5,143018.46,20439.94,51809.03,43865.37,2851.68,5091.98,conventional,2015,GrandRapids,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.68,1932.15,906.33,762.49,0.0,263.33,263.33,0.0,0.0,organic,2015,GrandRapids,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.03,3532480.92,492741.15,1958150.0,447108.5,634481.27,448051.74,132685.58,25584.93,conventional,2015,GreatLakes,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.67,83530.33,9336.46,64212.51,0.0,9981.36,5498.57,4482.79,0.0,organic,2015,GreatLakes,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.07,254744.58,33047.61,170884.4,294.21,50518.36,48537.65,1980.71,0.0,conventional,2015,HarrisburgScranton,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.84,2056.82,83.47,173.38,8.35,1787.63,1787.63,16.47,0.0,organic,2015,HarrisburgScranton,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.11,341176.21,4326.64,283221.2,206.25,53422.12,47929.52,5492.6,0.0,conventional,2015,HartfordSpringfield,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,2.36,2868.18,49.48,2509.01,2.75,306.94,306.94,0.0,0.0,organic,2015,HartfordSpringfield,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,0.89,1095790.27,421533.83,540499.39,5559.36,128197.69,55636.91,72560.78,0.0,conventional,2015,Houston,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.41,13561.23,7965.37,33.07,0.0,5562.79,5546.76,16.03,0.0,organic,2015,Houston,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,0.87,201620.58,3668.07,130327.72,17967.91,49656.88,22010.51,24284.79,3361.58,conventional,2015,Indianapolis,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.64,2512.58,311.33,1618.91,0.0,582.34,326.67,255.67,0.0,organic,2015,Indianapolis,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.24,102870.89,64015.75,19471.72,461.14,27745.16,20609.55,9314.56,0.0,conventional,2015,Jacksonville,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,2.18,1722.33,1104.58,60.86,6.89,550.0,550.0,0.0,0.0,organic,2015,Jacksonville,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,0.88,346994.49,82171.46,179103.0,11064.14,74655.89,31703.25,42952.64,0.0,conventional,2015,LasVegas,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,2.34,3783.2,847.33,2556.59,0.0,379.28,270.0,109.28,0.0,organic,2015,LasVegas,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,0.98,2549512.5,1076046.71,1079298.4,97210.13,296957.26,226956.87,64067.31,5933.08,conventional,2015,LosAngeles,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.66,45533.58,26153.24,15358.54,0.0,4021.8,3985.13,36.67,0.0,organic,2015,LosAngeles,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,0.98,85919.67,1730.17,56765.08,5424.16,22000.26,9468.95,11295.37,1235.94,conventional,2015,Louisville,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.69,1858.03,44.79,1311.84,0.0,501.4,286.67,214.73,0.0,organic,2015,Louisville,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.26,331077.9,197328.71,64770.61,17.92,68960.66,42655.4,26305.26,0.0,conventional,2015,MiamiFtLauderdale,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.43,1005.8,10.92,5.28,0.0,989.6,989.6,0.0,0.0,organic,2015,MiamiFtLauderdale,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.09,2814803.06,574792.78,1444401.99,182702.62,612905.67,548306.36,61850.13,2749.18,conventional,2015,Midsouth,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.75,62767.95,3051.05,38182.38,3467.76,18066.76,16251.27,1815.49,0.0,organic,2015,Midsouth,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,0.97,154621.8,76424.28,25095.26,9786.12,43316.14,31983.6,11023.29,309.25,conventional,2015,Nashville,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.53,6742.51,409.09,5187.04,0.0,1339.2,638.66,700.54,0.0,organic,2015,Nashville,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,0.99,219776.27,140509.91,18106.55,1713.51,59446.3,54335.47,8193.75,0.0,conventional,2015,NewOrleansMobile,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.62,2353.2,310.87,107.29,0.0,1935.04,1935.04,0.0,0.0,organic,2015,NewOrleansMobile,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.16,1479334.84,20526.41,1208256.11,1030.24,249522.08,181277.74,68237.18,7.16,conventional,2015,NewYork,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,2.18,14667.53,2210.93,9782.05,815.6,1858.95,1855.37,3.58,0.0,organic,2015,NewYork,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.14,4205294.58,95839.65,3364304.91,4616.79,740533.23,638404.31,102122.78,6.14,conventional,2015,Northeast,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.97,49376.19,3473.57,18543.59,853.19,26505.84,26318.59,187.25,0.0,organic,2015,Northeast,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.09,356105.25,1752.73,301172.05,277.25,52903.22,52023.22,880.0,0.0,conventional,2015,NorthernNewEngland,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.93,7465.69,18.38,687.37,0.0,6759.94,6759.94,0.0,0.0,organic,2015,NorthernNewEngland,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,0.99,221548.25,113374.88,51291.97,43.61,56837.79,43014.65,19183.88,0.0,conventional,2015,Orlando,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,2.11,2895.23,1471.26,41.52,0.0,1083.02,1083.02,0.0,0.0,organic,2015,Orlando,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.19,454795.64,15898.8,346217.39,752.17,91927.28,78976.79,12950.49,0.0,conventional,2015,Philadelphia,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.95,4303.93,312.56,1865.32,48.94,2077.11,2071.25,5.86,0.0,organic,2015,Philadelphia,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,0.71,1100901.69,606856.71,294311.71,6101.99,184333.58,74017.75,110315.83,0.0,conventional,2015,PhoenixTucson,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.9,7622.55,5346.57,1082.07,0.0,1193.91,968.39,225.52,0.0,organic,2015,PhoenixTucson,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.16,74962.45,1340.03,43000.49,998.6,29623.33,21080.82,8542.51,0.0,conventional,2015,Pittsburgh,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.47,2278.16,529.81,46.29,0.0,814.86,631.97,182.89,0.0,organic,2015,Pittsburgh,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.13,1526985.3,727720.21,491074.45,15652.47,292538.17,271845.35,19120.68,1572.14,conventional,2015,Plains,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.87,29440.58,4265.73,14930.59,69.77,10174.49,8144.24,2030.25,0.0,organic,2015,Plains,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.0,535519.29,222536.88,181246.81,15103.06,116632.54,116569.24,22.02,41.28,conventional,2015,Portland,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,2.07,17959.18,3092.78,10615.36,0.0,4251.04,7.34,4243.7,0.0,organic,2015,Portland,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.16,301641.21,63924.76,55553.71,37519.32,81905.93,80146.2,1759.73,0.0,conventional,2015,RaleighGreensboro,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.94,5345.41,28.2,2870.92,683.44,1762.85,1762.85,0.0,0.0,organic,2015,RaleighGreensboro,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.01,229220.66,86208.18,89290.69,9499.01,44222.78,48304.3,715.16,0.0,conventional,2015,RichmondNorfolk,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.84,4609.25,52.27,3412.43,414.55,730.0,730.0,0.0,0.0,organic,2015,RichmondNorfolk,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,0.99,147617.68,69411.99,49831.29,180.33,28194.07,28181.85,12.22,0.0,conventional,2015,Roanoke,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.84,5971.62,89.37,5082.81,0.0,799.44,793.33,6.11,0.0,organic,2015,Roanoke,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.24,384192.52,101189.96,220364.77,17201.5,47534.93,47530.56,4.37,0.0,conventional,2015,Sacramento,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,2.02,6405.75,1364.77,4883.81,0.0,157.17,157.17,0.0,0.0,organic,2015,Sacramento,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.08,464305.03,191302.75,199953.93,21645.98,51402.37,46655.35,4747.02,0.0,conventional,2015,SanDiego,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.81,10361.87,3295.36,6467.03,0.0,599.48,596.15,3.33,0.0,organic,2015,SanDiego,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.53,603840.95,110779.86,367833.98,48322.55,76904.56,76151.26,805.14,19.14,conventional,2015,SanFrancisco,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,2.73,14802.78,1404.23,13395.36,0.0,3.19,3.19,0.0,0.0,organic,2015,SanFrancisco,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.02,586503.27,230283.36,181240.95,10787.88,164191.08,124129.03,0.0,14.94,conventional,2015,Seattle,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,2.11,23890.32,5766.92,11752.93,6.64,5386.56,14.75,5371.81,0.0,organic,2015,Seattle,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.14,269754.97,124781.45,61067.3,13939.72,69966.5,55240.3,14707.82,18.38,conventional,2015,SouthCarolina,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.98,3338.53,510.57,1315.43,465.66,1046.87,1036.36,10.51,0.0,organic,2015,SouthCarolina,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,0.88,5761848.67,2608997.38,2390282.14,34341.44,728227.71,533040.93,195143.56,43.22,conventional,2015,SouthCentral,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.5,70718.4,30871.61,4925.51,0.0,34921.28,34652.38,268.9,0.0,organic,2015,SouthCentral,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.15,2486654.71,1317283.12,534412.71,26776.37,608182.51,397112.08,211033.9,36.53,conventional,2015,Southeast,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.95,25470.62,8641.1,8109.19,712.41,8007.92,7672.74,335.18,0.0,organic,2015,Southeast,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.03,78771.3,39572.15,24065.27,2657.99,12475.89,12475.89,0.0,0.0,conventional,2015,Spokane,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,2.06,1843.62,374.96,1300.71,0.0,167.95,0.0,167.95,0.0,organic,2015,Spokane,36.0,88.0,52.0,8.0,38.0,34.0,4
2015-09-13,1.15,200117.98,108859.16,33405.69,227.53,57625.6,55794.9,1694.5,136.2,conventional,2015,StLouis,36.0,88.0,52.0,8.0,38.0,34.0,4
